"","osm_id","name","addr:city","addr:street","amenity","description","designation","operator","short_name","townhall:type","geometry"
"10930806708","10930806708",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9695545, 9.6534853)
"10930806709","10930806709",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9695818, 9.6531587)
"10966365216","10966365216",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.2897678, 10.076558)
"10966365217","10966365217",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.2897372, 10.0766107)
"11021203138","11021203138",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2101761, 10.0173251)
"11021203141","11021203141",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2101451, 10.0172249)
"11021203142","11021203142",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2102868, 10.0171432)
"11021203145","11021203145",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2101947, 10.0171701)
"11024061544","11024061544",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0417685, 9.6839813)
"11063996105","11063996105",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325586, 8.9785151)
"11063996106","11063996106",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325411, 8.978616)
"11063996107","11063996107",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326643, 8.9786177)
"11063996108","11063996108",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325593, 8.9785829)
"11063996109","11063996109",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.532729, 8.9785323)
"11063996110","11063996110",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326333, 8.9784731)
"11063996111","11063996111",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325975, 8.9785293)
"11063996112","11063996112",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325632, 8.9785078)
"11063996113","11063996113",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325319, 8.9785577)
"11063996114","11063996114",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326003, 8.9785802)
"11250053323","11250053323",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.160031, 10.0374596)
"11250053324","11250053324",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1600141, 10.0374165)
"11355780749","11355780749",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5785673, 10.3799568)
"11355780750","11355780750",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5785248, 10.3800889)
"11355780751","11355780751",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5784358, 10.379841)
"11355780752","11355780752",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5783705, 10.3798323)
"11355780753","11355780753",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5783698, 10.3797688)
"11355780754","11355780754",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5782632, 10.3797618)
"11357669976","11357669976",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1163541, 9.9992131)
"11415034404","11415034404",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0550899, 10.016221)
"11415034405","11415034405",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0552157, 10.0162165)
"11420555546","11420555546",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1159391, 9.9991747)
"11420555547","11420555547",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.116312, 9.9988394)
"11420555548","11420555548",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1162446, 9.998834)
"11420555549","11420555549",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1162417, 9.9988724)
"11420555550","11420555550",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1160726, 9.9988046)
"11420555551","11420555551",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1160714, 9.9988293)
"11420555552","11420555552",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1161033, 9.9988318)
"11420555553","11420555553",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1161026, 9.998846)
"11420555554","11420555554",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1161445, 9.9988505)
"11420555555","11420555555",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1161434, 9.998864)
"11420555556","11420555556",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.115933, 9.9988835)
"11420555557","11420555557",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.115973, 9.998883)
"11420555558","11420555558",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1159783, 9.9988491)
"11420555559","11420555559",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1159641, 9.998848)
